base rep M N OS type no group Source
j3-per0-1  3 3 0 OSS NA NA OSSbrucker
j3-per0-2  3 3 0 OSS NA NA OSSbrucker
j3-per10-0  3 3 0 OSS NA NA OSSbrucker
j3-per10-1  3 3 0 OSS NA NA OSSbrucker
j3-per10-2  3 3 0 OSS NA NA OSSbrucker
j3-per20-0  3 3 0 OSS NA NA OSSbrucker
j3-per20-1  3 3 0 OSS NA NA OSSbrucker
j3-per20-2  3 3 0 OSS NA NA OSSbrucker
j4-per0-0  4 4 0 OSS NA NA OSSbrucker
j4-per0-1  4 4 0 OSS NA NA OSSbrucker
j4-per0-2  4 4 0 OSS NA NA OSSbrucker
j4-per10-0  4 4 0 OSS NA NA OSSbrucker
j4-per10-1  4 4 0 OSS NA NA OSSbrucker
j4-per10-2  4 4 0 OSS NA NA OSSbrucker
j4-per20-0  4 4 0 OSS NA NA OSSbrucker
j4-per20-1  4 4 0 OSS NA NA OSSbrucker
j4-per20-2  4 4 0 OSS NA NA OSSbrucker
j5-per0-0  5 5 0 OSS NA NA OSSbrucker
j5-per0-1  5 5 0 OSS NA NA OSSbrucker
j5-per0-2  5 5 0 OSS NA NA OSSbrucker
j5-per10-0  5 5 0 OSS NA NA OSSbrucker
j5-per10-1  5 5 0 OSS NA NA OSSbrucker
j5-per10-2  5 5 0 OSS NA NA OSSbrucker
j5-per20-0  5 5 0 OSS NA NA OSSbrucker
j5-per20-1  5 5 0 OSS NA NA OSSbrucker
j5-per20-2  5 5 0 OSS NA NA OSSbrucker
j6-per0-0  6 6 0 OSS NA NA OSSbrucker
j6-per0-1  6 6 0 OSS NA NA OSSbrucker
j6-per0-2  6 6 0 OSS NA NA OSSbrucker
j6-per10-0  6 6 0 OSS NA NA OSSbrucker
j6-per10-1  6 6 0 OSS NA NA OSSbrucker
j6-per10-2  6 6 0 OSS NA NA OSSbrucker
j6-per20-0  6 6 0 OSS NA NA OSSbrucker
j6-per20-1  6 6 0 OSS NA NA OSSbrucker
j6-per20-2  6 6 0 OSS NA NA OSSbrucker
j7-per0-0  7 7 0 OSS NA NA OSSbrucker
j7-per0-1  7 7 0 OSS NA NA OSSbrucker
j7-per0-2  7 7 0 OSS NA NA OSSbrucker
j7-per10-0  7 7 0 OSS NA NA OSSbrucker
j7-per10-1  7 7 0 OSS NA NA OSSbrucker
j7-per10-2  7 7 0 OSS NA NA OSSbrucker
j7-per20-0  7 7 0 OSS NA NA OSSbrucker
j7-per20-1  7 7 0 OSS NA NA OSSbrucker
j7-per20-2  7 7 0 OSS NA NA OSSbrucker
j8-per0-1  8 8 0 OSS NA NA OSSbrucker
j8-per0-2  8 8 0 OSS NA NA OSSbrucker
j8-per10-0  8 8 0 OSS NA NA OSSbrucker
j8-per10-1  8 8 0 OSS NA NA OSSbrucker
j8-per10-2  8 8 0 OSS NA NA OSSbrucker
j8-per20-0  8 8 0 OSS NA NA OSSbrucker
j8-per20-1  8 8 0 OSS NA NA OSSbrucker
j8-per20-2  8 8 0 OSS NA NA OSSbrucker
