base rep M N OS type no group Source
01  15 15 0.871746 GSS NA NA GSSNasTai
02  15 15 0.871746 GSS NA NA  GSSNasTai
03  15 15 0.871746 GSS NA NA GSSNasTai
04  15 15 0.871746 GSS NA NA GSSNasTai
05  15 15 0.871746 GSS NA NA GSSNasTai
06  15 15 0.871746 GSS NA NA GSSNasTai
07  15 15 0.871746 GSS NA NA GSSNasTai
08  15 15 0.871746 GSS NA NA GSSNasTai
09  15 15 0.871746 GSS NA NA GSSNasTai
10  15 15 0.871746 GSS NA NA GSSNasTai
11  15 20 0.85619 GSS NA NA GSSNasTai
12  15 20 0.85619 GSS NA NA GSSNasTai
13  15 20 0.85619 GSS NA NA GSSNasTai
14  15 20 0.85619 GSS NA NA GSSNasTai
15  15 20 0.85619 GSS NA NA GSSNasTai
16  15 20 0.85619 GSS NA NA GSSNasTai
17  15 20 0.85619 GSS NA NA GSSNasTai
18  15 20 0.85619 GSS NA NA GSSNasTai
19  15 20 0.85619 GSS NA NA GSSNasTai
20  15 20 0.85619 GSS NA NA GSSNasTai
21  20 20 0.820789 GSS NA NA GSSNasTai
22  20 20 0.820789 GSS NA NA GSSNasTai
23  20 20 0.820789 GSS NA NA GSSNasTai
24  20 20 0.820789 GSS NA NA GSSNasTai
25  20 20 0.820789 GSS NA NA GSSNasTai
26  20 20 0.820789 GSS NA NA GSSNasTai
27  20 20 0.820789 GSS NA NA GSSNasTai
28  20 20 0.820789 GSS NA NA GSSNasTai
29  20 20 0.820789 GSS NA NA GSSNasTai
30  20 20 0.820789 GSS NA NA GSSNasTai
31  15 30 0.851746 GSS NA NA GSSNasTai
32  15 30 0.851746 GSS NA NA GSSNasTai
33  15 30 0.851746 GSS NA NA GSSNasTai
34  15 30 0.851746 GSS NA NA GSSNasTai
35  15 30 0.851746 GSS NA NA GSSNasTai
36  15 30 0.851746 GSS NA NA GSSNasTai
37  15 30 0.851746 GSS NA NA GSSNasTai
38  15 30 0.851746 GSS NA NA GSSNasTai
39  15 30 0.851746 GSS NA NA GSSNasTai
40  15 30 0.851746 GSS NA NA GSSNasTai
41  20 30 0.802281 GSS NA NA GSSNasTai
42  20 30 0.802281 GSS NA NA GSSNasTai
43  20 30 0.802281 GSS NA NA GSSNasTai
44  20 30 0.802281 GSS NA NA GSSNasTai
45  20 30 0.802281 GSS NA NA GSSNasTai
46  20 30 0.802281 GSS NA NA GSSNasTai
47  20 30 0.802281 GSS NA NA GSSNasTai
48  20 30 0.802281 GSS NA NA GSSNasTai
49  20 30 0.802281 GSS NA NA GSSNasTai
50  20 30 0.802281 GSS NA NA GSSNasTai
51  15 50 0.819048 GSS NA NA GSSNasTai
52  15 50 0.819048 GSS NA NA GSSNasTai
53  15 50 0.819048 GSS NA NA GSSNasTai
54  15 50 0.819048 GSS NA NA GSSNasTai
55  15 50 0.819048 GSS NA NA GSSNasTai
56  15 50 0.819048 GSS NA NA GSSNasTai
57  15 50 0.819048 GSS NA NA GSSNasTai
58  15 50 0.819048 GSS NA NA GSSNasTai
59  15 50 0.819048 GSS NA NA GSSNasTai
60  15 50 0.819048 GSS NA NA GSSNasTai
61  20 50 0.801263 GSS NA NA GSSNasTai
62  20 50 0.801263 GSS NA NA GSSNasTai
63  20 50 0.801263 GSS NA NA GSSNasTai
64  20 50 0.801263 GSS NA NA GSSNasTai
65  20 50 0.801263 GSS NA NA GSSNasTai
66  20 50 0.801263 GSS NA NA GSSNasTai
67  20 50 0.801263 GSS NA NA GSSNasTai
68  20 50 0.801263 GSS NA NA GSSNasTai
69  20 50 0.801263 GSS NA NA GSSNasTai
70  20 50 0.801263 GSS NA NA GSSNasTai
