base rep M N OS type no group Source
GP03-01  3 3 0 OSS NA NA OSSgueret
GP03-02  3 3 0 OSS NA NA OSSgueret
GP03-03  3 3 0 OSS NA NA OSSgueret
GP03-04  3 3 0 OSS NA NA OSSgueret
GP03-05  3 3 0 OSS NA NA OSSgueret
GP03-06  3 3 0 OSS NA NA OSSgueret
GP03-07  3 3 0 OSS NA NA OSSgueret
GP03-08  3 3 0 OSS NA NA OSSgueret
GP03-09  3 3 0 OSS NA NA OSSgueret
GP03-10  3 3 0 OSS NA NA OSSgueret
GP04-01  4 4 0 OSS NA NA OSSgueret
GP04-02  4 4 0 OSS NA NA OSSgueret
GP04-03  4 4 0 OSS NA NA OSSgueret
GP04-04  4 4 0 OSS NA NA OSSgueret
GP04-05  4 4 0 OSS NA NA OSSgueret
GP04-06  4 4 0 OSS NA NA OSSgueret
GP04-07  4 4 0 OSS NA NA OSSgueret
GP04-08  4 4 0 OSS NA NA OSSgueret
GP04-09  4 4 0 OSS NA NA OSSgueret
GP04-10  4 4 0 OSS NA NA OSSgueret
GP05-01  5 5 0 OSS NA NA OSSgueret
GP05-02  5 5 0 OSS NA NA OSSgueret
GP05-03  5 5 0 OSS NA NA OSSgueret
GP05-04  5 5 0 OSS NA NA OSSgueret
GP05-05  5 5 0 OSS NA NA OSSgueret
GP05-06  5 5 0 OSS NA NA OSSgueret
GP05-07  5 5 0 OSS NA NA OSSgueret
GP05-08  5 5 0 OSS NA NA OSSgueret
GP05-09  5 5 0 OSS NA NA OSSgueret
GP05-10  5 5 0 OSS NA NA OSSgueret
GP06-01  6 6 0 OSS NA NA OSSgueret
GP06-02  6 6 0 OSS NA NA OSSgueret
GP06-03  6 6 0 OSS NA NA OSSgueret
GP06-04  6 6 0 OSS NA NA OSSgueret
GP06-05  6 6 0 OSS NA NA OSSgueret
GP06-06  6 6 0 OSS NA NA OSSgueret
GP06-07  6 6 0 OSS NA NA OSSgueret
GP06-08  6 6 0 OSS NA NA OSSgueret
GP06-09  6 6 0 OSS NA NA OSSgueret
GP06-10  6 6 0 OSS NA NA OSSgueret
GP07-01  7 7 0 OSS NA NA OSSgueret
GP07-02  7 7 0 OSS NA NA OSSgueret
GP07-03  7 7 0 OSS NA NA OSSgueret
GP07-04  7 7 0 OSS NA NA OSSgueret
GP07-05  7 7 0 OSS NA NA OSSgueret
GP07-06  7 7 0 OSS NA NA OSSgueret
GP07-07  7 7 0 OSS NA NA OSSgueret
GP07-08  7 7 0 OSS NA NA OSSgueret
GP07-09  7 7 0 OSS NA NA OSSgueret
GP07-10  7 7 0 OSS NA NA OSSgueret
GP08-01  8 8 0 OSS NA NA OSSgueret
GP08-02  8 8 0 OSS NA NA OSSgueret
GP08-03  8 8 0 OSS NA NA OSSgueret
GP08-04  8 8 0 OSS NA NA OSSgueret
GP08-05  8 8 0 OSS NA NA OSSgueret
GP08-06  8 8 0 OSS NA NA OSSgueret
GP08-07  8 8 0 OSS NA NA OSSgueret
GP08-08  8 8 0 OSS NA NA OSSgueret
GP08-09  8 8 0 OSS NA NA OSSgueret
GP08-10  8 8 0 OSS NA NA OSSgueret
GP09-01  9 9 0 OSS NA NA OSSgueret
GP09-02  9 9 0 OSS NA NA OSSgueret
GP09-03  9 9 0 OSS NA NA OSSgueret
GP09-04  9 9 0 OSS NA NA OSSgueret
GP09-05  9 9 0 OSS NA NA OSSgueret
GP09-06  9 9 0 OSS NA NA OSSgueret
GP09-07  9 9 0 OSS NA NA OSSgueret
GP09-08  9 9 0 OSS NA NA OSSgueret
GP09-09  9 9 0 OSS NA NA OSSgueret
GP09-10  9 9 0 OSS NA NA OSSgueret
GP10-01  10 10 0 OSS NA NA OSSgueret
GP10-02  10 10 0 OSS NA NA OSSgueret
GP10-03  10 10 0 OSS NA NA OSSgueret
GP10-04  10 10 0 OSS NA NA OSSgueret
GP10-05  10 10 0 OSS NA NA OSSgueret
GP10-06  10 10 0 OSS NA NA OSSgueret
GP10-07  10 10 0 OSS NA NA OSSgueret
GP10-08  10 10 0 OSS NA NA OSSgueret
GP10-09  10 10 0 OSS NA NA OSSgueret
GP10-10  10 10 0 OSS NA NA OSSgueret
